1119,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
1231,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
1240,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
302,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
320,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
373,E BAY ST,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
388,E BAY ST,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
404,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
405,E BAY ST,NP DA,NO PARKING DOUBLE ARROW,
410,E BAY ST,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
423,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
433,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
440,E BAY ST,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
502,E BAY ST,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
505,E BAY ST,NP TO CORNER RA,NO PARKING TO CORNER RIGHT ARROW,
731,E BAY ST,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
807,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
808,E BAY ST,2HP7-7ES DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
812,E BAY ST,2HP7-7ES LA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY LEFT ARROW,
812,E BAY ST,NP TO DWY RA,NO PARKING TO DRIVEWAY RIGHT ARROW,
819,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
822,E BAY ST,2HP7-7ES DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
839,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
840,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
849,E BAY ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
106,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
111,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
138,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
145,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
150,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
163,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
176,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
183,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
200,E BECHER ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
207,E BECHER ST,330-530ESS DA,3:30 PM TO 5:30 PM EXCEPT SATURDAY AND SUNDAY DOUBLE ARROW,
207,E BECHER ST,NP7-9,NO PARKING 7 AM TO 9 AM,
217,E BECHER ST,NP7-9 330-530ESS DA,NO PARKING 7 AM TO 9 AM 3:30 PM TO 5:30 PM EXCEPT SATURDAY AND SUNDAY DOUBLE ARROW,
367,E BECHER ST,NP BTWN DWYS DA,NO PARKING BETWEEN DRIVEWAYS DOUBLE ARROW,
1502,E BELLEVIEW PL,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
1503,E BELLEVIEW PL,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
1513,E BELLEVIEW PL,NP D1-M1 LA,NO PARKING DECEMBER 1 THROUGH MARCH 1 LEFT ARROW,
1513,E BELLEVIEW PL,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
1514,E BELLEVIEW PL,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
1613,E BELLEVIEW PL,NP DEC1-MAR1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
1627,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
1711,E BELLEVIEW PL,NP DEC1-MAR1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
1725,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
1811,E BELLEVIEW PL,NP WHEN SNOWFALL 4" OR MORE,NO PARKING WHEN 4+ INCHES OF SNOW,
1827,E BELLEVIEW PL,NP WHEN SNOWFALL 4" OR MORE,NO PARKING WHEN 4+ INCHES OF SNOW,
1904,E BELLEVIEW PL,NPLZ 6-6 RA,NO PARKING LOADING ZONE 6 AM TO 6 PM RIGHT ARROW,
1905,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
1908,E BELLEVIEW PL,NPLZ 6-6 LA,NO PARKING LOADING ZONE 6 AM TO 6 PM LEFT ARROW,
1929,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2011,E BELLEVIEW PL,NP DEC1-MAR1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2019,E BELLEVIEW PL,NP D1-M1 RA,NO PARKING DECEMBER 1 THROUGH MARCH 1 RIGHT ARROW,
2019,E BELLEVIEW PL,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
2031,E BELLEVIEW PL,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
2105,E BELLEVIEW PL,NP DEC1-MAR1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2111,E BELLEVIEW PL,NP D1-M1 LA,NO PARKING DECEMBER 1 THROUGH MARCH 1 LEFT ARROW,
2111,E BELLEVIEW PL,NP TO DWY RA,NO PARKING TO DRIVEWAY RIGHT ARROW,
2129,E BELLEVIEW PL,NP DEC1-MAR1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2209,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2223,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2306,E BELLEVIEW PL,3HP7-7ES LA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY LEFT ARROW,
2306,E BELLEVIEW PL,NPLZAT RA,NO PARKING LOADING ZONE ANY TIME RIGHT ARROW,
2307,E BELLEVIEW PL,3HP7-7ES M2-N30 LA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY MARCH 2 THROUGH NOVEMBER 30 LEFT ARROW,
2307,E BELLEVIEW PL,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
2307,E BELLEVIEW PL,NPD1-M1 XSUN7A-8P,NO PARKING DECEMBER 1 THROUGH MARCH 1 EXCEPT SUNDAY 7 AM TO 8 PM,
2308,E BELLEVIEW PL,3HP7-7ES RA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY RIGHT ARROW,
2308,E BELLEVIEW PL,NPLZAT LA,NO PARKING LOADING ZONE ANY TIME LEFT ARROW,
2320,E BELLEVIEW PL,3HP7-7ES DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2329,E BELLEVIEW PL,3HP7-7ES M2-N30 RA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY MARCH 2 THROUGH NOVEMBER 30 RIGHT ARROW,
2329,E BELLEVIEW PL,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
2329,E BELLEVIEW PL,NPD1-M1XSUN7A-8P,NO PARKING DECEMBER 1 THROUGH MARCH 1 EXCEPT SUNDAY 7 AM TO 8 PM,
2406,E BELLEVIEW PL,2HP7-7ES RA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY RIGHT ARROW,
2406,E BELLEVIEW PL,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
2407,E BELLEVIEW PL,2HP7-7ES M2-N30 DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY MARCH 2 THROUGH NOVEMBER 30 DOUBLE ARROW,
2407,E BELLEVIEW PL,NPD1-M1,NO PARKING DECEMBER 1 THROUGH MARCH 1,
2423,E BELLEVIEW PL,NP D1-M1 2HP7-7ES M2-N30 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY MARCH 2 THROUGH NOVEMBER 30 DOUBLE ARROW,
2424,E BELLEVIEW PL,2HP7-7ES DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2508,E BELLEVIEW PL,1HP7-7ES DA,1 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2511,E BELLEVIEW PL,1HP7-7ES RA,1 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY RIGHT ARROW,
2522,E BELLEVIEW PL,2HMP9-6ES DA,2 HOUR METER PARKING 9 AM TO 6 PM EXCEPT SUNDAY DOUBLE ARROW,
2523,E BELLEVIEW PL,2HMP9-6ES RA,2 HOUR METER PARKING 9 AM TO 6 PM EXCEPT SUNDAY RIGHT ARROW,
2523,E BELLEVIEW PL,NPTSLZAT LA,NO PARKING THIS STALL LOADING ZONE ANY TIME LEFT ARROW,
2527,E BELLEVIEW PL,2HMP9-6ES DA,2 HOUR METER PARKING 9 AM TO 6 PM EXCEPT SUNDAY DOUBLE ARROW,
2607,E BELLEVIEW PL,2HP7-7XS DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2608,E BELLEVIEW PL,2HP7-7ES DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2621,E BELLEVIEW PL,2HP7-7ES DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2624,E BELLEVIEW PL,2HP7-7ES LA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY LEFT ARROW,
2624,E BELLEVIEW PL,NP TO DWY RA,NO PARKING TO DRIVEWAY RIGHT ARROW,
2634,E BELLEVIEW PL,2HP7-7ES DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2635,E BELLEVIEW PL,2HP7-7ES DA,2 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2706,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2728,E BELLEVIEW PL,NP DEC1-MAR1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2810,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2822,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2906,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2930,E BELLEVIEW PL,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
1716,E BENNETT AV,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
1717,E BENNETT AV,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
2108,E BENNETT AV,NP TO DWY RA,NO PARKING TO DRIVEWAY RIGHT ARROW,
2108,E BENNETT AV,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
2406,E BENNETT AV,NP DEC & FEB DA,NO PARKING DECEMBER AND FEBRUARY DOUBLE ARROW,
2409,E BENNETT AV,NP JAN DA,NO PARKING JANUARY DOUBLE ARROW,
2425,E BENNETT AV,NP JAN DA,NO PARKING JANUARY DOUBLE ARROW,
2426,E BENNETT AV,NP DEC & FEB DA,NO PARKING DECEMBER AND FEBRUARY DOUBLE ARROW,
2506,E BENNETT AV,NP DEC & FEB DA,NO PARKING DECEMBER AND FEBRUARY DOUBLE ARROW,
2507,E BENNETT AV,NP JAN DA,NO PARKING JANUARY DOUBLE ARROW,
2523,E BENNETT AV,NP JAN DA,NO PARKING JANUARY DOUBLE ARROW,
2524,E BENNETT AV,NP DEC & FEB DA,NO PARKING DECEMBER AND FEBRUARY DOUBLE ARROW,
1085,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
114,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
121,E BOLIVAR AV,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
124,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
125,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
204,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
234,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
307,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
335,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
404,E BOLIVAR AV,NP TO DWY RA,NO PARKING TO DRIVEWAY RIGHT ARROW,
409,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
437,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
453,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
458,E BOLIVAR AV,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
510,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
528,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
534,E BOLIVAR AV,NP DA,NO PARKING DOUBLE ARROW,
600,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
603,E BOLIVAR AV,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
632,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
712,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
726,E BOLIVAR AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
825,E BOTTSFORD AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
875,E BOTTSFORD AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
1401,E BOYLSTON ST,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
1404,E BOYLSTON ST,NP D1-M1 RA,NO PARKING DECEMBER 1 THROUGH MARCH 1 RIGHT ARROW,
1404,E BOYLSTON ST,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
1414,E BOYLSTON ST,D1-M1 LA,DECEMBER 1 THROUGH MARCH 1 LEFT ARROW,
1414,E BOYLSTON ST,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
1418,E BOYLSTON ST,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
1608,E BRADFORD AV,3HP7-7ES DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
1609,E BRADFORD AV,3HP7-7XS DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
1609,E BRADFORD AV,NP WHEN SNOWFALL 4" OR MORE,NO PARKING WHEN 4+ INCHES OF SNOW,
1626,E BRADFORD AV,3HP7-7ES DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
1627,E BRADFORD AV,3HP7-7XS DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
1627,E BRADFORD AV,NP WHEN SNOWFALL 4" OR MORE,NO PARKING WHEN 4+ INCHES OF SNOW,
1705,E BRADFORD AV,3HP7-7ES M2-N30 DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY MARCH 2 THROUGH NOVEMBER 30 DOUBLE ARROW,
1705,E BRADFORD AV,NP D1-M1,NO PARKING DECEMBER 1 THROUGH MARCH 1,
1706,E BRADFORD AV,3HP7-7ES DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
1721,E BRADFORD AV,3HP7-7ES M2-N30 DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY MARCH 2 THROUGH NOVEMBER 30 DOUBLE ARROW,
1721,E BRADFORD AV,NP D1-M1,NO PARKING DECEMBER 1 THROUGH MARCH 1,
1722,E BRADFORD AV,3HP7-7ES DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2022,E BRADFORD AV,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
2028,E BRADFORD AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
2109,E BRADFORD AV,NP D1-M1 DA,NO PARKING DECEMBER 1 THROUGH MARCH 1 DOUBLE ARROW,
2206,E BRADFORD AV,3HP7-7ES DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2206,E BRADFORD AV,SRTAZ,SNOW ROUTE TOW AWAY ZONE,
2211,E BRADFORD AV,SRTAZ,SNOW ROUTE TOW AWAY ZONE,
2217,E BRADFORD AV,SRTAZ,SNOW ROUTE TOW AWAY ZONE,
2220,E BRADFORD AV,3HP7-7ES DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2220,E BRADFORD AV,SRTAZ,SNOW ROUTE TOW AWAY ZONE,
2303,E BRADFORD AV,NP TO DWY LA,NO PARKING TO DRIVEWAY LEFT ARROW,
2303,E BRADFORD AV,NPAT RA,NO PARKING ANY TIME RIGHT ARROW,
2303,E BRADFORD AV,SNOW ROUTE TAZ,SNOW ROUTE TOW AWAY ZONE,
2312,E BRADFORD AV,3HP7-7ES RA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY RIGHT ARROW,
2312,E BRADFORD AV,NPAT LA,NO PARKING ANY TIME LEFT ARROW,
2312,E BRADFORD AV,SNOW ROUTE TAZ,SNOW ROUTE TOW AWAY ZONE,
2315,E BRADFORD AV,SNOW ROUTE TAZ,SNOW ROUTE TOW AWAY ZONE,
2322,E BRADFORD AV,SNOW ROUTE TAZ,SNOW ROUTE TOW AWAY ZONE,
2326,E BRADFORD AV,3HP7-7XS LA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY LEFT ARROW,
2326,E BRADFORD AV,NP7-5XSS RA,NO PARKING 7 AM TO 5 PM EXCEPT SATURDAY AND SUNDAY RIGHT ARROW,
2328,E BRADFORD AV,3HP7-7XS RA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY RIGHT ARROW,
2328,E BRADFORD AV,NP7-5XSS LA,NO PARKING 7 AM TO 5 PM EXCEPT SATURDAY AND SUNDAY LEFT ARROW,
2334,E BRADFORD AV,3HP7-7ES DA,3 HOUR PARKING 7 AM TO 7 PM EXCEPT SUNDAY DOUBLE ARROW,
2403,E BRADFORD AV,NPAT DA,NO PARKING ANY TIME DOUBLE ARROW,
